review_id,caterer_id,caterer_name,cuisine_type,performance_tier,review_date,star_rating,vader_compound,vader_label,tb_polarity,tb_subjectivity,topic_label,topic_probability,word_count
109,2,Spice Route Catering,Indian,gold,2023-05-13,4,0.6249,positive,0.45,0.75,Packaging & Presentation,0.5293,11
287,4,Bella Cucina Events,Italian,platinum,2023-05-15,5,0.8834,positive,0.8,0.65,Customer Service,0.9378,23
336,4,Bella Cucina Events,Italian,platinum,2023-05-16,5,0.3818,positive,0.2778,0.4722,Customer Service,0.5179,19
146,2,Spice Route Catering,Indian,gold,2023-05-16,4,0.0,neutral,0.2286,0.5119,Value & Pricing,0.9323,12
1053,13,The Smokehouse BBQ,BBQ,silver,2023-05-16,4,0.5106,positive,0.1,0.25,Customer Service,0.933,17
833,11,Saffron House,Middle Eastern,gold,2023-05-17,4,0.5106,positive,0.4,0.7,Value & Pricing,0.9422,12
128,2,Spice Route Catering,Indian,gold,2023-05-17,5,0.8357,positive,0.2441,0.6701,Food Quality & Taste,0.357,23
788,10,New England Deli,American,needs_improvement,2023-05-20,4,0.5719,positive,1.0,1.0,Delivery & Timeliness,0.9375,17
827,11,Saffron House,Middle Eastern,gold,2023-05-20,5,0.8779,positive,0.3667,0.625,Customer Service,0.6948,20
79,1,Boston Box Lunch Co.,American,platinum,2023-05-21,5,0.8357,positive,0.2441,0.6701,Food Quality & Taste,0.357,23
522,7,The Grain Bowl,American,silver,2023-05-21,4,0.6369,positive,0.4167,0.7083,Food Quality & Taste,0.9271,12
1173,15,Federal Street Fare,American,needs_improvement,2023-05-22,4,0.7906,positive,0.625,0.925,Value & Pricing,0.5099,16
707,9,Seoul Kitchen Catering,Korean,gold,2023-05-22,4,0.7269,positive,0.6,1.0,Packaging & Presentation,0.5396,14
697,9,Seoul Kitchen Catering,Korean,gold,2023-05-22,5,0.8999,positive,0.6333,0.7,Customer Service,0.6166,21
1095,14,Garden State Greens,Vegetarian,silver,2023-05-22,4,0.3182,positive,0.3,0.5,Delivery & Timeliness,0.6444,10
1063,14,Garden State Greens,Vegetarian,silver,2023-05-23,4,0.8555,positive,0.525,0.925,Value & Pricing,0.5665,15
169,2,Spice Route Catering,Indian,gold,2023-05-23,4,0.6124,positive,0.5,0.875,Food Quality & Taste,0.9195,15
399,5,Green Garden Catering,Vegetarian,gold,2023-05-24,5,0.8481,positive,0.45,0.5667,Packaging & Presentation,0.9714,18
150,2,Spice Route Catering,Indian,gold,2023-05-25,4,0.9042,positive,0.6,1.0,Customer Service,0.95,16
330,4,Bella Cucina Events,Italian,platinum,2023-05-26,5,0.8016,positive,0.5333,0.5333,Delivery & Timeliness,0.5819,18
502,6,Taqueria Del Sol,Mexican,gold,2023-05-27,4,0.3182,positive,0.2,0.3,Delivery & Timeliness,0.9332,10
514,6,Taqueria Del Sol,Mexican,gold,2023-05-28,5,0.7089,positive,0.36,0.64,Value & Pricing,0.4318,20
491,6,Taqueria Del Sol,Mexican,gold,2023-05-29,5,0.807,positive,0.625,0.925,Value & Pricing,0.9523,19
451,6,Taqueria Del Sol,Mexican,gold,2023-05-29,4,0.7906,positive,0.8,0.65,Packaging & Presentation,0.927,14
266,4,Bella Cucina Events,Italian,platinum,2023-05-30,5,0.9217,positive,0.7,0.6,Customer Service,0.9636,28
365,5,Green Garden Catering,Vegetarian,gold,2023-06-01,5,0.3818,positive,0.4167,0.7083,Packaging & Presentation,0.6766,19
972,12,Pacific Rim Catering,Asian Fusion,silver,2023-06-01,5,0.7096,positive,0.3,0.3583,Value & Pricing,0.508,20
842,11,Saffron House,Middle Eastern,gold,2023-06-01,5,0.7574,positive,0.2838,0.5038,Delivery & Timeliness,0.6001,22
1127,14,Garden State Greens,Vegetarian,silver,2023-06-01,4,0.5574,positive,-0.2,0.6917,Packaging & Presentation,0.509,16
473,6,Taqueria Del Sol,Mexican,gold,2023-06-02,5,0.6115,positive,0.5,0.5,Packaging & Presentation,0.5731,16
932,12,Pacific Rim Catering,Asian Fusion,silver,2023-06-02,4,0.0,neutral,0.2929,0.7179,Value & Pricing,0.6701,12
70,1,Boston Box Lunch Co.,American,platinum,2023-06-03,5,0.6908,positive,0.5,0.875,Packaging & Presentation,0.4074,18
874,11,Saffron House,Middle Eastern,gold,2023-06-03,5,0.7778,positive,0.1588,0.4725,Food Quality & Taste,0.7862,20
456,6,Taqueria Del Sol,Mexican,gold,2023-06-04,5,0.5267,positive,-0.0667,0.6,Value & Pricing,0.5091,27
60,1,Boston Box Lunch Co.,American,platinum,2023-06-04,5,0.7906,positive,0.48,0.76,Value & Pricing,0.5463,21
439,6,Taqueria Del Sol,Mexican,gold,2023-06-05,4,0.6115,positive,1.0,1.0,Food Quality & Taste,0.8991,10
1035,13,The Smokehouse BBQ,BBQ,silver,2023-06-05,4,0.8481,positive,0.4833,0.8833,Value & Pricing,0.5666,14
927,12,Pacific Rim Catering,Asian Fusion,silver,2023-06-07,4,0.7269,positive,0.3952,0.8119,Customer Service,0.5195,15
1114,14,Garden State Greens,Vegetarian,silver,2023-06-07,4,0.0,neutral,0.2929,0.7179,Packaging & Presentation,0.5791,13
82,1,Boston Box Lunch Co.,American,platinum,2023-06-08,5,0.6808,positive,0.4667,0.4,Delivery & Timeliness,0.6832,22
475,6,Taqueria Del Sol,Mexican,gold,2023-06-09,5,0.7089,positive,0.1667,0.6667,Value & Pricing,0.5859,19
361,5,Green Garden Catering,Vegetarian,gold,2023-06-09,4,0.8442,positive,0.925,0.65,Customer Service,0.9332,18
262,4,Bella Cucina Events,Italian,platinum,2023-06-10,5,0.6124,positive,0.3619,0.7702,Value & Pricing,0.5495,21
826,10,New England Deli,American,needs_improvement,2023-06-10,4,0.7906,positive,0.625,0.925,Value & Pricing,0.5099,16
1166,15,Federal Street Fare,American,needs_improvement,2023-06-11,4,0.5719,positive,1.0,1.0,Delivery & Timeliness,0.51,15
460,6,Taqueria Del Sol,Mexican,gold,2023-06-11,4,0.765,positive,0.0,0.0,Packaging & Presentation,0.95,10
114,2,Spice Route Catering,Indian,gold,2023-06-11,5,0.8479,positive,0.325,0.575,Food Quality & Taste,0.9597,22
307,4,Bella Cucina Events,Italian,platinum,2023-06-12,5,0.8294,positive,0.5333,0.5333,Food Quality & Taste,0.5774,21
487,6,Taqueria Del Sol,Mexican,gold,2023-06-13,4,0.3804,positive,0.2,0.3,Food Quality & Taste,0.5427,13
1116,14,Garden State Greens,Vegetarian,silver,2023-06-16,4,0.5106,positive,0.4171,0.8271,Value & Pricing,0.9555,14
84,1,Boston Box Lunch Co.,American,platinum,2023-06-16,5,0.8555,positive,0.325,0.5437,Food Quality & Taste,0.593,30
452,6,Taqueria Del Sol,Mexican,gold,2023-06-17,4,0.8225,positive,0.3,0.6,Food Quality & Taste,0.6099,19
952,12,Pacific Rim Catering,Asian Fusion,silver,2023-06-17,4,0.5106,positive,0.1,0.2,Customer Service,0.6833,14
713,9,Seoul Kitchen Catering,Korean,gold,2023-06-18,4,0.8777,positive,0.8,1.0,Customer Service,0.9329,13
917,12,Pacific Rim Catering,Asian Fusion,silver,2023-06-18,4,0.5106,positive,0.1,0.2,Customer Service,0.6833,14
17,1,Boston Box Lunch Co.,American,platinum,2023-06-18,5,0.0,neutral,0.1,0.1,Packaging & Presentation,0.9424,18
389,5,Green Garden Catering,Vegetarian,gold,2023-06-18,5,0.6249,positive,0.45,0.75,Packaging & Presentation,0.5652,18
547,7,The Grain Bowl,American,silver,2023-06-18,4,0.3612,positive,0.15,0.4,Food Quality & Taste,0.9499,16
26,1,Boston Box Lunch Co.,American,platinum,2023-06-20,4,0.8126,positive,0.2444,0.5444,Food Quality & Taste,0.5343,18
536,7,The Grain Bowl,American,silver,2023-06-21,4,0.7906,positive,1.0,1.0,Delivery & Timeliness,0.5412,14
323,4,Bella Cucina Events,Italian,platinum,2023-06-23,5,0.2263,positive,0.2,0.1,Value & Pricing,0.5969,18
343,4,Bella Cucina Events,Italian,platinum,2023-06-24,5,0.5106,positive,0.4171,0.8271,Value & Pricing,0.9635,21
1192,15,Federal Street Fare,American,needs_improvement,2023-06-24,4,0.0,neutral,0.1,0.1,Packaging & Presentation,0.5221,13
267,4,Bella Cucina Events,Italian,platinum,2023-06-25,5,0.8805,positive,0.2337,0.6038,Food Quality & Taste,0.3845,21
354,5,Green Garden Catering,Vegetarian,gold,2023-06-25,5,0.6582,positive,0.1117,0.4717,Food Quality & Taste,0.5859,22
488,6,Taqueria Del Sol,Mexican,gold,2023-06-26,4,0.5106,positive,0.1,0.1,Packaging & Presentation,0.9265,10
170,2,Spice Route Catering,Indian,gold,2023-06-28,4,0.7096,positive,0.0,0.9375,Value & Pricing,0.6375,16
1086,14,Garden State Greens,Vegetarian,silver,2023-06-29,4,0.7574,positive,0.4333,0.6,Food Quality & Taste,0.9497,16
1159,15,Federal Street Fare,American,needs_improvement,2023-07-02,4,0.7096,positive,0.4167,0.7083,Packaging & Presentation,0.5857,11
945,12,Pacific Rim Catering,Asian Fusion,silver,2023-07-03,4,0.8074,positive,0.5,0.875,Packaging & Presentation,0.5539,12
1167,15,Federal Street Fare,American,needs_improvement,2023-07-04,3,-0.4215,negative,-0.0854,0.7104,Packaging & Presentation,0.8365,23
914,11,Saffron House,Middle Eastern,gold,2023-07-04,5,0.7783,positive,0.525,0.925,Packaging & Presentation,0.3732,18
503,6,Taqueria Del Sol,Mexican,gold,2023-07-04,4,0.6369,positive,-0.5,1.0,Value & Pricing,0.5666,14
14,1,Boston Box Lunch Co.,American,platinum,2023-07-04,4,0.6124,positive,0.2,0.4417,Packaging & Presentation,0.544,12
413,5,Green Garden Catering,Vegetarian,gold,2023-07-04,5,0.8519,positive,0.7,0.875,Packaging & Presentation,0.968,17
1198,15,Federal Street Fare,American,needs_improvement,2023-07-04,4,0.8268,positive,1.0,1.0,Delivery & Timeliness,0.9426,14
430,5,Green Garden Catering,Vegetarian,gold,2023-07-05,4,0.0,neutral,0.0,0.0,Food Quality & Taste,0.8846,13
100,2,Spice Route Catering,Indian,gold,2023-07-05,5,0.8316,positive,0.3,0.75,Packaging & Presentation,0.9618,17
594,8,Mediterranean Table,Mediterranean,platinum,2023-07-08,5,0.765,positive,0.5,0.9,Value & Pricing,0.5156,19
254,4,Bella Cucina Events,Italian,platinum,2023-07-09,5,0.7579,positive,0.4619,0.7286,Packaging & Presentation,0.5446,17
527,7,The Grain Bowl,American,silver,2023-07-10,4,0.6369,positive,0.5286,0.5786,Value & Pricing,0.9195,15
313,4,Bella Cucina Events,Italian,platinum,2023-07-10,5,0.7906,positive,0.4,0.6875,Delivery & Timeliness,0.7262,17
402,5,Green Garden Catering,Vegetarian,gold,2023-07-10,5,0.8555,positive,0.6,1.0,Packaging & Presentation,0.5575,20
240,3,Harbor Fresh Kitchen,American,silver,2023-07-10,4,0.5106,positive,0.0,0.0,Packaging & Presentation,0.9328,13
652,8,Mediterranean Table,Mediterranean,platinum,2023-07-12,5,0.802,positive,0.2444,0.4444,Delivery & Timeliness,0.6763,17
363,5,Green Garden Catering,Vegetarian,gold,2023-07-13,5,0.2263,positive,0.3,0.1,Packaging & Presentation,0.5899,22
574,7,The Grain Bowl,American,silver,2023-07-13,4,0.7906,positive,0.05,1.0,Value & Pricing,0.5112,17
901,11,Saffron House,Middle Eastern,gold,2023-07-14,5,0.9118,positive,0.3111,0.7361,Delivery & Timeliness,0.6185,20
208,3,Harbor Fresh Kitchen,American,silver,2023-07-15,4,0.6808,positive,0.25,1.0,Delivery & Timeliness,0.5099,18
709,9,Seoul Kitchen Catering,Korean,gold,2023-07-15,4,0.8479,positive,1.0,0.65,Food Quality & Taste,0.8646,13
734,9,Seoul Kitchen Catering,Korean,gold,2023-07-16,5,0.8481,positive,0.46,0.735,Value & Pricing,0.7303,22
471,6,Taqueria Del Sol,Mexican,gold,2023-07-16,4,0.765,positive,0.4444,0.7639,Food Quality & Taste,0.9272,13
216,3,Harbor Fresh Kitchen,American,silver,2023-07-17,5,0.9118,positive,0.7,0.875,Packaging & Presentation,0.645,19
1093,14,Garden State Greens,Vegetarian,silver,2023-07-17,5,0.765,positive,0.5,0.9,Value & Pricing,0.9635,21
1079,14,Garden State Greens,Vegetarian,silver,2023-07-18,5,0.8945,positive,0.5088,0.7288,Delivery & Timeliness,0.5443,22
942,12,Pacific Rim Catering,Asian Fusion,silver,2023-07-19,5,0.7579,positive,0.3,0.3,Packaging & Presentation,0.388,18
153,2,Spice Route Catering,Indian,gold,2023-07-20,5,0.7906,positive,0.5,0.5,Delivery & Timeliness,0.4182,19
215,3,Harbor Fresh Kitchen,American,silver,2023-07-20,4,0.4215,positive,-0.5,1.0,Value & Pricing,0.96,18
268,4,Bella Cucina Events,Italian,platinum,2023-07-22,5,0.624,positive,0.1088,0.3787,Delivery & Timeliness,0.5539,18
1080,14,Garden State Greens,Vegetarian,silver,2023-07-22,4,0.5106,positive,0.0,0.0,Packaging & Presentation,0.9328,10
292,4,Bella Cucina Events,Italian,platinum,2023-07-23,5,0.7845,positive,0.5,0.4,Food Quality & Taste,0.9194,19
50,1,Boston Box Lunch Co.,American,platinum,2023-07-24,5,0.9527,positive,0.8,0.9167,Customer Service,0.5882,18
764,10,New England Deli,American,needs_improvement,2023-07-24,4,0.4019,positive,0.1,0.3833,Packaging & Presentation,0.9636,13
1110,14,Garden State Greens,Vegetarian,silver,2023-07-24,4,0.7089,positive,0.25,1.0,Value & Pricing,0.9378,14
1102,14,Garden State Greens,Vegetarian,silver,2023-07-24,4,0.6369,positive,0.1333,0.3944,Food Quality & Taste,0.5241,18
937,12,Pacific Rim Catering,Asian Fusion,silver,2023-07-25,4,0.8271,positive,0.4778,0.8056,Customer Service,0.5539,14
199,3,Harbor Fresh Kitchen,American,silver,2023-07-25,4,0.5106,positive,0.5,0.9,Value & Pricing,0.7195,12
119,2,Spice Route Catering,Indian,gold,2023-07-25,5,0.8648,positive,1.0,1.0,Delivery & Timeliness,0.9666,19
837,11,Saffron House,Middle Eastern,gold,2023-07-26,5,0.8805,positive,0.75,0.75,Customer Service,0.6026,22
726,9,Seoul Kitchen Catering,Korean,gold,2023-07-27,4,0.5719,positive,1.0,1.0,Delivery & Timeliness,0.9375,17
523,7,The Grain Bowl,American,silver,2023-07-27,4,0.6808,positive,0.45,0.8,Value & Pricing,0.5666,12
584,7,The Grain Bowl,American,silver,2023-07-27,4,0.765,positive,0.5,0.9,Value & Pricing,0.96,14
973,12,Pacific Rim Catering,Asian Fusion,silver,2023-07-28,4,0.5106,positive,0.1,0.25,Customer Service,0.933,17
1033,13,The Smokehouse BBQ,BBQ,silver,2023-07-28,4,0.5267,positive,-0.0667,0.6,Value & Pricing,0.4944,20
253,4,Bella Cucina Events,Italian,platinum,2023-07-28,5,0.7717,positive,0.325,0.275,Food Quality & Taste,0.6473,24
381,5,Green Garden Catering,Vegetarian,gold,2023-07-29,5,0.7089,positive,0.1667,0.6667,Value & Pricing,0.5859,19
54,1,Boston Box Lunch Co.,American,platinum,2023-07-29,5,0.6002,positive,0.3833,0.9167,Customer Service,0.3683,24
812,10,New England Deli,American,needs_improvement,2023-07-29,4,0.802,positive,0.85,1.0,Customer Service,0.5113,15
477,6,Taqueria Del Sol,Mexican,gold,2023-07-29,4,0.5574,positive,-0.2,0.6917,Packaging & Presentation,0.509,16
645,8,Mediterranean Table,Mediterranean,platinum,2023-07-29,5,0.7778,positive,0.2,0.275,Food Quality & Taste,0.3727,25
1100,14,Garden State Greens,Vegetarian,silver,2023-07-30,4,0.0,neutral,0.0,0.0,Food Quality & Taste,0.8992,13
334,4,Bella Cucina Events,Italian,platinum,2023-07-30,5,0.8779,positive,0.4667,0.5833,Delivery & Timeliness,0.7261,15
686,9,Seoul Kitchen Catering,Korean,gold,2023-07-31,5,0.807,positive,0.5,0.5,Packaging & Presentation,0.5078,15
611,8,Mediterranean Table,Mediterranean,platinum,2023-08-01,5,0.8934,positive,0.9,0.525,Packaging & Presentation,0.6663,18
907,11,Saffron House,Middle Eastern,gold,2023-08-01,5,0.8221,positive,0.0892,0.3692,Food Quality & Taste,0.7111,28
1068,14,Garden State Greens,Vegetarian,silver,2023-08-02,5,0.836,positive,0.42,0.7167,Packaging & Presentation,0.3828,26
36,1,Boston Box Lunch Co.,American,platinum,2023-08-02,5,0.0,neutral,0.05,0.05,Customer Service,0.7054,18
144,2,Spice Route Catering,Indian,gold,2023-08-03,4,0.6124,positive,0.2,0.4417,Packaging & Presentation,0.544,12
830,11,Saffron House,Middle Eastern,gold,2023-08-03,5,0.4215,positive,0.0964,0.6339,Value & Pricing,0.9666,24
669,8,Mediterranean Table,Mediterranean,platinum,2023-08-04,5,0.6124,positive,0.5,0.875,Packaging & Presentation,0.565,20
383,5,Green Garden Catering,Vegetarian,gold,2023-08-04,5,0.6124,positive,0.5,0.9,Value & Pricing,0.4368,17
419,5,Green Garden Catering,Vegetarian,gold,2023-08-04,5,0.3612,positive,0.2214,0.5589,Food Quality & Taste,0.5313,25
756,9,Seoul Kitchen Catering,Korean,gold,2023-08-05,5,0.7269,positive,0.1667,0.4333,Value & Pricing,0.6309,22
64,1,Boston Box Lunch Co.,American,platinum,2023-08-05,5,0.7184,positive,0.0,0.5,Packaging & Presentation,0.9461,16
790,10,New England Deli,American,needs_improvement,2023-08-06,4,0.8777,positive,0.8,1.0,Customer Service,0.9329,13
81,1,Boston Box Lunch Co.,American,platinum,2023-08-06,4,0.5106,positive,0.5,0.9,Value & Pricing,0.9423,15
648,8,Mediterranean Table,Mediterranean,platinum,2023-08-06,5,0.8176,positive,0.25,0.375,Customer Service,0.6858,26
327,4,Bella Cucina Events,Italian,platinum,2023-08-06,5,0.6486,positive,-0.2,0.6917,Packaging & Presentation,0.3386,21
478,6,Taqueria Del Sol,Mexican,gold,2023-08-07,4,0.7906,positive,0.625,0.925,Value & Pricing,0.5099,16
994,13,The Smokehouse BBQ,BBQ,silver,2023-08-07,4,0.8834,positive,0.8,0.65,Customer Service,0.9109,16
969,12,Pacific Rim Catering,Asian Fusion,silver,2023-08-09,5,0.6124,positive,0.2929,0.7179,Delivery & Timeliness,0.3679,17
643,8,Mediterranean Table,Mediterranean,platinum,2023-08-10,4,0.6486,positive,0.3,0.6,Food Quality & Taste,0.5411,17
379,5,Green Garden Catering,Vegetarian,gold,2023-08-12,4,0.5106,positive,0.5,0.9,Value & Pricing,0.9423,15
1062,14,Garden State Greens,Vegetarian,silver,2023-08-12,4,0.659,positive,0.45,0.75,Packaging & Presentation,0.5412,14
168,2,Spice Route Catering,Indian,gold,2023-08-14,5,0.7906,positive,0.05,1.0,Value & Pricing,0.5978,24
896,11,Saffron House,Middle Eastern,gold,2023-08-15,5,0.8211,positive,0.6111,0.8056,Delivery & Timeliness,0.6033,16
1189,15,Federal Street Fare,American,needs_improvement,2023-08-16,4,0.0,neutral,0.0,0.0,Packaging & Presentation,0.938,11
189,3,Harbor Fresh Kitchen,American,silver,2023-08-17,5,0.9117,positive,0.4778,0.7778,Delivery & Timeliness,0.9497,18
6,1,Boston Box Lunch Co.,American,platinum,2023-08-17,5,0.6486,positive,0.3111,0.6,Packaging & Presentation,0.6882,20
1170,15,Federal Street Fare,American,needs_improvement,2023-08-17,4,0.5994,positive,0.3778,0.6389,Food Quality & Taste,0.5052,11
1177,15,Federal Street Fare,American,needs_improvement,2023-08-18,4,0.7269,positive,0.6,1.0,Customer Service,0.933,16
1059,13,The Smokehouse BBQ,BBQ,silver,2023-08-18,4,0.0,neutral,0.2286,0.5119,Value & Pricing,0.9323,12
1109,14,Garden State Greens,Vegetarian,silver,2023-08-18,4,0.0,neutral,0.0,0.0,Food Quality & Taste,0.8836,16
1163,15,Federal Street Fare,American,needs_improvement,2023-08-20,4,0.0,neutral,0.1,0.1,Delivery & Timeliness,0.8968,13
195,3,Harbor Fresh Kitchen,American,silver,2023-08-22,4,0.8268,positive,0.45,0.75,Food Quality & Taste,0.5123,16
89,1,Boston Box Lunch Co.,American,platinum,2023-08-23,5,0.8271,positive,0.4333,0.6667,Delivery & Timeliness,0.9618,20
1108,14,Garden State Greens,Vegetarian,silver,2023-08-23,4,0.4019,positive,0.1,0.3833,Packaging & Presentation,0.9496,12
754,9,Seoul Kitchen Catering,Korean,gold,2023-08-23,4,0.6369,positive,0.5286,0.5786,Value & Pricing,0.9195,15
372,5,Green Garden Catering,Vegetarian,gold,2023-08-23,5,0.8176,positive,0.55,0.9375,Packaging & Presentation,0.4079,18
298,4,Bella Cucina Events,Italian,platinum,2023-08-24,5,0.765,positive,0.2833,0.6042,Delivery & Timeliness,0.5808,17
243,3,Harbor Fresh Kitchen,American,silver,2023-08-25,5,0.7083,positive,0.3,0.5,Delivery & Timeliness,0.7085,18
134,2,Spice Route Catering,Indian,gold,2023-08-25,4,0.8225,positive,0.3,0.6,Food Quality & Taste,0.6099,19
29,1,Boston Box Lunch Co.,American,platinum,2023-08-25,5,0.8126,positive,0.5333,0.3,Value & Pricing,0.4914,21
147,2,Spice Route Catering,Indian,gold,2023-08-25,4,0.8225,positive,0.3,0.6,Food Quality & Taste,0.6099,19
200,3,Harbor Fresh Kitchen,American,silver,2023-08-25,4,0.5719,positive,0.55,0.55,Delivery & Timeliness,0.9428,14
1185,15,Federal Street Fare,American,needs_improvement,2023-08-25,4,0.5859,positive,0.2,0.4333,Food Quality & Taste,0.6502,16
929,12,Pacific Rim Catering,Asian Fusion,silver,2023-08-25,4,0.0,neutral,0.2929,0.7179,Value & Pricing,0.9499,14
30,1,Boston Box Lunch Co.,American,platinum,2023-08-26,5,0.7089,positive,0.65,0.55,Packaging & Presentation,0.5957,19
185,3,Harbor Fresh Kitchen,American,silver,2023-08-27,4,0.765,positive,0.0,0.0,Packaging & Presentation,0.95,10
468,6,Taqueria Del Sol,Mexican,gold,2023-08-27,4,0.6369,positive,0.25,0.925,Value & Pricing,0.9579,16
966,12,Pacific Rim Catering,Asian Fusion,silver,2023-08-28,4,0.7096,positive,0.4667,0.8233,Value & Pricing,0.9461,13
407,5,Green Garden Catering,Vegetarian,gold,2023-08-28,5,0.6697,positive,0.4,0.5,Packaging & Presentation,0.3895,26
464,6,Taqueria Del Sol,Mexican,gold,2023-08-28,5,0.4939,positive,-0.1,0.75,Value & Pricing,0.5892,21
237,3,Harbor Fresh Kitchen,American,silver,2023-08-29,4,0.7096,positive,0.4167,0.7083,Packaging & Presentation,0.5857,11
1051,13,The Smokehouse BBQ,BBQ,silver,2023-08-30,4,0.3612,positive,0.15,0.4,Food Quality & Taste,0.9499,16
985,12,Pacific Rim Catering,Asian Fusion,silver,2023-08-31,4,0.6369,positive,-0.1,0.5,Value & Pricing,0.5111,18
766,10,New England Deli,American,needs_improvement,2023-09-01,4,0.5994,positive,0.3778,0.6389,Food Quality & Taste,0.5052,11
512,6,Taqueria Del Sol,Mexican,gold,2023-09-01,4,0.3818,positive,0.4167,0.7083,Food Quality & Taste,0.9199,11
955,12,Pacific Rim Catering,Asian Fusion,silver,2023-09-02,4,0.6124,positive,0.5,0.875,Packaging & Presentation,0.6124,13
1125,14,Garden State Greens,Vegetarian,silver,2023-09-02,5,0.6124,positive,0.1333,0.3667,Delivery & Timeliness,0.9464,16
496,6,Taqueria Del Sol,Mexican,gold,2023-09-02,5,0.7089,positive,0.25,1.0,Value & Pricing,0.9494,21
866,11,Saffron House,Middle Eastern,gold,2023-09-02,4,0.8074,positive,0.2333,0.4583,Customer Service,0.5147,16
1054,13,The Smokehouse BBQ,BBQ,silver,2023-09-02,4,0.6808,positive,0.3,0.5,Packaging & Presentation,0.5334,10
853,11,Saffron House,Middle Eastern,gold,2023-09-02,5,0.5994,positive,0.85,1.0,Customer Service,0.5407,23
49,1,Boston Box Lunch Co.,American,platinum,2023-09-03,4,0.3804,positive,0.3,0.5,Packaging & Presentation,0.5657,14
703,9,Seoul Kitchen Catering,Korean,gold,2023-09-03,4,0.6115,positive,1.0,1.0,Food Quality & Taste,0.8983,13
960,12,Pacific Rim Catering,Asian Fusion,silver,2023-09-03,4,0.7425,positive,0.65,0.75,Delivery & Timeliness,0.933,10
984,12,Pacific Rim Catering,Asian Fusion,silver,2023-09-03,5,0.7506,positive,0.2083,0.7292,Value & Pricing,0.6448,27
642,8,Mediterranean Table,Mediterranean,platinum,2023-09-03,4,0.6369,positive,0.55,0.2,Delivery & Timeliness,0.5141,13
854,11,Saffron House,Middle Eastern,gold,2023-09-04,5,0.9153,positive,0.5333,0.7083,Food Quality & Taste,0.3569,17
823,10,New England Deli,American,needs_improvement,2023-09-05,4,0.6369,positive,1.0,0.3,Food Quality & Taste,0.8662,13
531,7,The Grain Bowl,American,silver,2023-09-08,4,0.8555,positive,0.525,0.925,Value & Pricing,0.5111,15
637,8,Mediterranean Table,Mediterranean,platinum,2023-09-08,4,0.2263,positive,-0.2,0.55,Value & Pricing,0.9422,14
668,8,Mediterranean Table,Mediterranean,platinum,2023-09-08,4,0.6115,positive,0.5286,0.8119,Value & Pricing,0.9325,12
105,2,Spice Route Catering,Indian,gold,2023-09-09,5,0.5106,positive,0.1964,0.4839,Customer Service,0.5706,23
957,12,Pacific Rim Catering,Asian Fusion,silver,2023-09-09,4,0.8176,positive,0.4222,0.75,Delivery & Timeliness,0.5539,13
768,10,New England Deli,American,needs_improvement,2023-09-09,4,0.8481,positive,0.4833,0.8833,Value & Pricing,0.5666,14
505,6,Taqueria Del Sol,Mexican,gold,2023-09-10,4,0.839,positive,1.0,1.0,Delivery & Timeliness,0.9426,14
409,5,Green Garden Catering,Vegetarian,gold,2023-09-10,4,0.7096,positive,0.2667,0.4667,Delivery & Timeliness,0.9333,12
944,12,Pacific Rim Catering,Asian Fusion,silver,2023-09-11,4,0.0,neutral,0.1,0.1,Packaging & Presentation,0.9424,11
25,1,Boston Box Lunch Co.,American,platinum,2023-09-11,5,0.4939,positive,0.15,0.4,Food Quality & Taste,0.391,22
177,3,Harbor Fresh Kitchen,American,silver,2023-09-12,4,0.6486,positive,0.3,0.6,Food Quality & Taste,0.5411,17
1151,15,Federal Street Fare,American,needs_improvement,2023-09-12,4,0.8777,positive,0.8,1.0,Customer Service,0.9329,13
627,8,Mediterranean Table,Mediterranean,platinum,2023-09-13,5,0.8852,positive,0.7667,0.4667,Value & Pricing,0.7457,21
401,5,Green Garden Catering,Vegetarian,gold,2023-09-14,5,0.7096,positive,0.4167,0.7083,Packaging & Presentation,0.6345,18
242,3,Harbor Fresh Kitchen,American,silver,2023-09-15,4,0.7906,positive,0.625,0.925,Delivery & Timeliness,0.51,16
420,5,Green Garden Catering,Vegetarian,gold,2023-09-15,4,0.7096,positive,0.4167,0.7083,Packaging & Presentation,0.5857,11
877,11,Saffron House,Middle Eastern,gold,2023-09-16,5,0.8807,positive,0.9,0.875,Delivery & Timeliness,0.5101,19
776,10,New England Deli,American,needs_improvement,2023-09-16,4,0.0,neutral,0.2929,0.7179,Value & Pricing,0.6701,12
1135,14,Garden State Greens,Vegetarian,silver,2023-09-16,5,0.8689,positive,0.48,0.71,Value & Pricing,0.565,17
133,2,Spice Route Catering,Indian,gold,2023-09-16,5,0.7089,positive,0.3,0.5,Packaging & Presentation,0.501,20
290,4,Bella Cucina Events,Italian,platinum,2023-09-18,5,0.6597,positive,0.0667,0.3278,Packaging & Presentation,0.9574,18
744,9,Seoul Kitchen Catering,Korean,gold,2023-09-18,4,0.2263,positive,-0.2,0.55,Value & Pricing,0.9422,14
252,3,Harbor Fresh Kitchen,American,silver,2023-09-19,4,0.6597,positive,0.4778,0.8056,Packaging & Presentation,0.6133,12
110,2,Spice Route Catering,Indian,gold,2023-09-19,4,0.3182,positive,0.2,0.3,Delivery & Timeliness,0.9332,10
494,6,Taqueria Del Sol,Mexican,gold,2023-09-21,4,0.0,neutral,0.2286,0.5119,Value & Pricing,0.9323,12
