review_id,caterer_id,caterer_name,cuisine_type,performance_tier,review_date,star_rating,review_text,word_count
734,9,Seoul Kitchen Catering,Korean,gold,2023-07-16,5,Hot food arrived hot — impressive logistics. The quality of the ingredients was outstanding. Worth every penny for a team of 50.,22
471,6,Taqueria Del Sol,Mexican,gold,2023-07-16,4,The quality of the ingredients was outstanding. The flavors were bold and authentic.,13
216,3,Harbor Fresh Kitchen,American,silver,2023-07-17,5,The driver was courteous and helpful with setup. On-time delivery made our event stress-free. Great value for the price.,19
1093,14,Garden State Greens,Vegetarian,silver,2023-07-17,5,Hot food arrived hot — impressive logistics. Hot food arrived hot — impressive logistics. Our go-to caterer for all company events.,21
1079,14,Garden State Greens,Vegetarian,silver,2023-07-18,5,A perfect variety of options for all dietary needs. The food was absolutely delicious. Highly recommend to other offices in the area.,22
942,12,Pacific Rim Catering,Asian Fusion,silver,2023-07-19,5,Portions were generous and well-presented. Everything tasted fresh and flavorful. Worth every penny for a team of 50.,18
153,2,Spice Route Catering,Indian,gold,2023-07-20,5,Portions were generous and well-presented. A perfect variety of options for all dietary needs. Already booked our next order.,19
215,3,Harbor Fresh Kitchen,American,silver,2023-07-20,4,The delivery team handled a difficult parking situation gracefully. The delivery team handled a difficult parking situation gracefully.,18
268,4,Bella Cucina Events,Italian,platinum,2023-07-22,5,Delivery was prompt and professional. Everything tasted fresh and flavorful. Highly recommend to other offices in the area.,18
1080,14,Garden State Greens,Vegetarian,silver,2023-07-22,4,Portions were generous and well-presented. The food exceeded our expectations.,10
292,4,Bella Cucina Events,Italian,platinum,2023-07-23,5,The food exceeded our expectations. Best catering we have had in the office. We will definitely be ordering again.,19
50,1,Boston Box Lunch Co.,American,platinum,2023-07-24,5,The driver was courteous and helpful with setup. The food was absolutely delicious. Great value for the price.,18
764,10,New England Deli,American,needs_improvement,2023-07-24,4,"On-time delivery made our event stress-free. Everything was labeled clearly, including allergen info.",13
1110,14,Garden State Greens,Vegetarian,silver,2023-07-24,4,The food was absolutely delicious. The delivery team handled a difficult parking situation gracefully.,14
1102,14,Garden State Greens,Vegetarian,silver,2023-07-24,4,"Showed up early and had everything ready before our guests arrived. Everything was labeled clearly, including allergen info.",18
937,12,Pacific Rim Catering,Asian Fusion,silver,2023-07-25,4,The driver was courteous and helpful with setup. The flavors were bold and authentic.,14
199,3,Harbor Fresh Kitchen,American,silver,2023-07-25,4,Hot food arrived hot — impressive logistics. The food exceeded our expectations.,12
119,2,Spice Route Catering,Indian,gold,2023-07-25,5,A perfect variety of options for all dietary needs. The food was absolutely delicious. Competitive pricing without sacrificing quality.,19
837,11,Saffron House,Middle Eastern,gold,2023-07-26,5,The food was absolutely delicious. Portions were generous and well-presented. We have used them three times and they get better every time.,22
726,9,Seoul Kitchen Catering,Korean,gold,2023-07-27,4,Our team raved about the food all afternoon. A perfect variety of options for all dietary needs.,17
523,7,The Grain Bowl,American,silver,2023-07-27,4,Everything tasted fresh and flavorful. Hot food arrived hot — impressive logistics.,12
584,7,The Grain Bowl,American,silver,2023-07-27,4,Hot food arrived hot — impressive logistics. Hot food arrived hot — impressive logistics.,14
973,12,Pacific Rim Catering,Asian Fusion,silver,2023-07-28,4,"Our team raved about the food all afternoon. Each item was packaged individually, which our team appreciated.",17
1033,13,The Smokehouse BBQ,BBQ,silver,2023-07-28,4,The delivery team handled a difficult parking situation gracefully. Showed up early and had everything ready before our guests arrived.,20
253,4,Bella Cucina Events,Italian,platinum,2023-07-28,5,Best catering we have had in the office. Showed up early and had everything ready before our guests arrived. Already booked our next order.,24
381,5,Green Garden Catering,Vegetarian,gold,2023-07-29,5,The delivery team handled a difficult parking situation gracefully. The food was absolutely delicious. Already booked our next order.,19
54,1,Boston Box Lunch Co.,American,platinum,2023-07-29,5,"The delivery team handled a difficult parking situation gracefully. The presentation was beautiful — looked catered, not just delivered. Great value for the price.",24
812,10,New England Deli,American,needs_improvement,2023-07-29,4,"Portions were generous and well-presented. The presentation was beautiful — looked catered, not just delivered.",15
477,6,Taqueria Del Sol,Mexican,gold,2023-07-29,4,"The delivery team handled a difficult parking situation gracefully. Everything was labeled clearly, including allergen info.",16
645,8,Mediterranean Table,Mediterranean,platinum,2023-07-29,5,"Incredibly fresh — you could taste the quality. Each item was packaged individually, which our team appreciated. Worth every penny for a team of 50.",25
1100,14,Garden State Greens,Vegetarian,silver,2023-07-30,4,Our team raved about the food all afternoon. The food exceeded our expectations.,13
334,4,Bella Cucina Events,Italian,platinum,2023-07-30,5,Everything tasted fresh and flavorful. Everything tasted fresh and flavorful. Great value for the price.,15
686,9,Seoul Kitchen Catering,Korean,gold,2023-07-31,5,Portions were generous and well-presented. The food was absolutely delicious. Already booked our next order.,15
611,8,Mediterranean Table,Mediterranean,platinum,2023-08-01,5,The food exceeded our expectations. Best catering we have had in the office. Great value for the price.,18
907,11,Saffron House,Middle Eastern,gold,2023-08-01,5,"Showed up early and had everything ready before our guests arrived. Each item was packaged individually, which our team appreciated. Highly recommend to other offices in the area.",28
1068,14,Garden State Greens,Vegetarian,silver,2023-08-02,5,"Hot food arrived hot — impressive logistics. Everything was labeled clearly, including allergen info. We have used them three times and they get better every time.",26
36,1,Boston Box Lunch Co.,American,platinum,2023-08-02,5,Delivery was prompt and professional. Our team raved about the food all afternoon. Already booked our next order.,18
144,2,Spice Route Catering,Indian,gold,2023-08-03,4,"Everything tasted fresh and flavorful. Everything was labeled clearly, including allergen info.",12
830,11,Saffron House,Middle Eastern,gold,2023-08-03,5,"Arrived right on time, which is rare. The delivery team handled a difficult parking situation gracefully. Worth every penny for a team of 50.",24
669,8,Mediterranean Table,Mediterranean,platinum,2023-08-04,5,On-time delivery made our event stress-free. The quality of the ingredients was outstanding. Our go-to caterer for all company events.,20
383,5,Green Garden Catering,Vegetarian,gold,2023-08-04,5,The food exceeded our expectations. Hot food arrived hot — impressive logistics. Competitive pricing without sacrificing quality.,17
419,5,Green Garden Catering,Vegetarian,gold,2023-08-04,5,"Showed up early and had everything ready before our guests arrived. Arrived right on time, which is rare. Our go-to caterer for all company events.",25
756,9,Seoul Kitchen Catering,Korean,gold,2023-08-05,5,Best catering we have had in the office. The delivery team handled a difficult parking situation gracefully. Already booked our next order.,22
64,1,Boston Box Lunch Co.,American,platinum,2023-08-05,5,Portions were generous and well-presented. The food exceeded our expectations. We will definitely be ordering again.,16
790,10,New England Deli,American,needs_improvement,2023-08-06,4,The driver was courteous and helpful with setup. The food was absolutely delicious.,13
81,1,Boston Box Lunch Co.,American,platinum,2023-08-06,4,Hot food arrived hot — impressive logistics. Our team raved about the food all afternoon.,15
648,8,Mediterranean Table,Mediterranean,platinum,2023-08-06,5,"Everything tasted fresh and flavorful. Each item was packaged individually, which our team appreciated. We have used them three times and they get better every time.",26
327,4,Bella Cucina Events,Italian,platinum,2023-08-06,5,"The delivery team handled a difficult parking situation gracefully. Everything was labeled clearly, including allergen info. Competitive pricing without sacrificing quality.",21
478,6,Taqueria Del Sol,Mexican,gold,2023-08-07,4,Hot food arrived hot — impressive logistics. A perfect variety of options for all dietary needs.,16
994,13,The Smokehouse BBQ,BBQ,silver,2023-08-07,4,Best catering we have had in the office. The driver was courteous and helpful with setup.,16
969,12,Pacific Rim Catering,Asian Fusion,silver,2023-08-09,5,"Portions were generous and well-presented. Arrived right on time, which is rare. Competitive pricing without sacrificing quality.",17
643,8,Mediterranean Table,Mediterranean,platinum,2023-08-10,4,Showed up early and had everything ready before our guests arrived. Eco-friendly containers were a nice touch.,17
379,5,Green Garden Catering,Vegetarian,gold,2023-08-12,4,Our team raved about the food all afternoon. Hot food arrived hot — impressive logistics.,15
1062,14,Garden State Greens,Vegetarian,silver,2023-08-12,4,Incredibly fresh — you could taste the quality. Eco-friendly containers were a nice touch.,14
168,2,Spice Route Catering,Indian,gold,2023-08-14,5,The driver was courteous and helpful with setup. The delivery team handled a difficult parking situation gracefully. Our go-to caterer for all company events.,24
896,11,Saffron House,Middle Eastern,gold,2023-08-15,5,The flavors were bold and authentic. The food was absolutely delicious. Competitive pricing without sacrificing quality.,16
1189,15,Federal Street Fare,American,needs_improvement,2023-08-16,4,On-time delivery made our event stress-free. The food exceeded our expectations.,11
189,3,Harbor Fresh Kitchen,American,silver,2023-08-17,5,The food was absolutely delicious. Packaging was neat and easy to serve. We will definitely be ordering again.,18
6,1,Boston Box Lunch Co.,American,platinum,2023-08-17,5,"The flavors were bold and authentic. Everything was labeled clearly, including allergen info. Our go-to caterer for all company events.",20
1170,15,Federal Street Fare,American,needs_improvement,2023-08-17,4,Everything tasted fresh and flavorful. The flavors were bold and authentic.,11
1177,15,Federal Street Fare,American,needs_improvement,2023-08-18,4,Our team raved about the food all afternoon. The driver was courteous and helpful with setup.,16
1059,13,The Smokehouse BBQ,BBQ,silver,2023-08-18,4,"Arrived right on time, which is rare. Delivery was prompt and professional.",12
1109,14,Garden State Greens,Vegetarian,silver,2023-08-18,4,Our team raved about the food all afternoon. Our team raved about the food all afternoon.,16
1163,15,Federal Street Fare,American,needs_improvement,2023-08-20,4,Our team raved about the food all afternoon. Delivery was prompt and professional.,13
195,3,Harbor Fresh Kitchen,American,silver,2023-08-22,4,The driver was courteous and helpful with setup. Incredibly fresh — you could taste the quality.,16
89,1,Boston Box Lunch Co.,American,platinum,2023-08-23,5,Everything tasted fresh and flavorful. A perfect variety of options for all dietary needs. We will definitely be ordering again.,20
1108,14,Garden State Greens,Vegetarian,silver,2023-08-23,4,"The food exceeded our expectations. Everything was labeled clearly, including allergen info.",12
754,9,Seoul Kitchen Catering,Korean,gold,2023-08-23,4,"Best catering we have had in the office. Arrived right on time, which is rare.",15
372,5,Green Garden Catering,Vegetarian,gold,2023-08-23,5,The quality of the ingredients was outstanding. Eco-friendly containers were a nice touch. Competitive pricing without sacrificing quality.,18
298,4,Bella Cucina Events,Italian,platinum,2023-08-24,5,The flavors were bold and authentic. Everything tasted fresh and flavorful. We will definitely be ordering again.,17
243,3,Harbor Fresh Kitchen,American,silver,2023-08-25,5,Incredibly fresh — you could taste the quality. Everything tasted fresh and flavorful. Competitive pricing without sacrificing quality.,18
134,2,Spice Route Catering,Indian,gold,2023-08-25,4,Showed up early and had everything ready before our guests arrived. The driver was courteous and helpful with setup.,19
29,1,Boston Box Lunch Co.,American,platinum,2023-08-25,5,Everything tasted fresh and flavorful. Best catering we have had in the office. Worth every penny for a team of 50.,21
147,2,Spice Route Catering,Indian,gold,2023-08-25,4,Showed up early and had everything ready before our guests arrived. The driver was courteous and helpful with setup.,19
200,3,Harbor Fresh Kitchen,American,silver,2023-08-25,4,Delivery was prompt and professional. A perfect variety of options for all dietary needs.,14
1185,15,Federal Street Fare,American,needs_improvement,2023-08-25,4,Showed up early and had everything ready before our guests arrived. Everything tasted fresh and flavorful.,16
929,12,Pacific Rim Catering,Asian Fusion,silver,2023-08-25,4,"Arrived right on time, which is rare. Arrived right on time, which is rare.",14
30,1,Boston Box Lunch Co.,American,platinum,2023-08-26,5,The food was absolutely delicious. On-time delivery made our event stress-free. Worth every penny for a team of 50.,19
185,3,Harbor Fresh Kitchen,American,silver,2023-08-27,4,Portions were generous and well-presented. Portions were generous and well-presented.,10
468,6,Taqueria Del Sol,Mexican,gold,2023-08-27,4,The delivery team handled a difficult parking situation gracefully. Hot food arrived hot — impressive logistics.,16
966,12,Pacific Rim Catering,Asian Fusion,silver,2023-08-28,4,The flavors were bold and authentic. Hot food arrived hot — impressive logistics.,13
407,5,Green Garden Catering,Vegetarian,gold,2023-08-28,5,Incredibly fresh — you could taste the quality. On-time delivery made our event stress-free. We have used them three times and they get better every time.,26
464,6,Taqueria Del Sol,Mexican,gold,2023-08-28,5,The delivery team handled a difficult parking situation gracefully. Everything tasted fresh and flavorful. Our go-to caterer for all company events.,21
237,3,Harbor Fresh Kitchen,American,silver,2023-08-29,4,Portions were generous and well-presented. The flavors were bold and authentic.,11
1051,13,The Smokehouse BBQ,BBQ,silver,2023-08-30,4,Showed up early and had everything ready before our guests arrived. The food exceeded our expectations.,16
985,12,Pacific Rim Catering,Asian Fusion,silver,2023-08-31,4,"The delivery team handled a difficult parking situation gracefully. Each item was packaged individually, which our team appreciated.",18
766,10,New England Deli,American,needs_improvement,2023-09-01,4,Everything tasted fresh and flavorful. The flavors were bold and authentic.,11
512,6,Taqueria Del Sol,Mexican,gold,2023-09-01,4,The food exceeded our expectations. The flavors were bold and authentic.,11
955,12,Pacific Rim Catering,Asian Fusion,silver,2023-09-02,4,The quality of the ingredients was outstanding. On-time delivery made our event stress-free.,13
1125,14,Garden State Greens,Vegetarian,silver,2023-09-02,5,Everything tasted fresh and flavorful. Delivery was prompt and professional. We will definitely be ordering again.,16
496,6,Taqueria Del Sol,Mexican,gold,2023-09-02,5,The food was absolutely delicious. The delivery team handled a difficult parking situation gracefully. Affordable and filling — will order again.,21
866,11,Saffron House,Middle Eastern,gold,2023-09-02,4,"The quality of the ingredients was outstanding. Each item was packaged individually, which our team appreciated.",16
1054,13,The Smokehouse BBQ,BBQ,silver,2023-09-02,4,Portions were generous and well-presented. Everything tasted fresh and flavorful.,10
853,11,Saffron House,Middle Eastern,gold,2023-09-02,5,"On-time delivery made our event stress-free. The presentation was beautiful — looked catered, not just delivered. Our go-to caterer for all company events.",23
49,1,Boston Box Lunch Co.,American,platinum,2023-09-03,4,On-time delivery made our event stress-free. Incredibly fresh — you could taste the quality.,14
703,9,Seoul Kitchen Catering,Korean,gold,2023-09-03,4,The food was absolutely delicious. Our team raved about the food all afternoon.,13
960,12,Pacific Rim Catering,Asian Fusion,silver,2023-09-03,4,Everything tasted fresh and flavorful. The food was absolutely delicious.,10
984,12,Pacific Rim Catering,Asian Fusion,silver,2023-09-03,5,The flavors were bold and authentic. The delivery team handled a difficult parking situation gracefully. We have used them three times and they get better every time.,27
642,8,Mediterranean Table,Mediterranean,platinum,2023-09-03,4,Best catering we have had in the office. Delivery was prompt and professional.,13
854,11,Saffron House,Middle Eastern,gold,2023-09-04,5,Everything tasted fresh and flavorful. The quality of the ingredients was outstanding. Great value for the price.,17
823,10,New England Deli,American,needs_improvement,2023-09-05,4,Best catering we have had in the office. The food exceeded our expectations.,13
531,7,The Grain Bowl,American,silver,2023-09-08,4,Hot food arrived hot — impressive logistics. The driver was courteous and helpful with setup.,15
637,8,Mediterranean Table,Mediterranean,platinum,2023-09-08,4,Delivery was prompt and professional. The delivery team handled a difficult parking situation gracefully.,14
668,8,Mediterranean Table,Mediterranean,platinum,2023-09-08,4,"The food was absolutely delicious. Arrived right on time, which is rare.",12
105,2,Spice Route Catering,Indian,gold,2023-09-09,5,"Arrived right on time, which is rare. Each item was packaged individually, which our team appreciated. Our go-to caterer for all company events.",23
957,12,Pacific Rim Catering,Asian Fusion,silver,2023-09-09,4,The flavors were bold and authentic. Packaging was neat and easy to serve.,13
768,10,New England Deli,American,needs_improvement,2023-09-09,4,Hot food arrived hot — impressive logistics. Packaging was neat and easy to serve.,14
505,6,Taqueria Del Sol,Mexican,gold,2023-09-10,4,The food was absolutely delicious. A perfect variety of options for all dietary needs.,14
409,5,Green Garden Catering,Vegetarian,gold,2023-09-10,4,Delivery was prompt and professional. Packaging was neat and easy to serve.,12
944,12,Pacific Rim Catering,Asian Fusion,silver,2023-09-11,4,On-time delivery made our event stress-free. Delivery was prompt and professional.,11
25,1,Boston Box Lunch Co.,American,platinum,2023-09-11,5,Showed up early and had everything ready before our guests arrived. On-time delivery made our event stress-free. Competitive pricing without sacrificing quality.,22
177,3,Harbor Fresh Kitchen,American,silver,2023-09-12,4,Showed up early and had everything ready before our guests arrived. Eco-friendly containers were a nice touch.,17
1151,15,Federal Street Fare,American,needs_improvement,2023-09-12,4,The driver was courteous and helpful with setup. The food was absolutely delicious.,13
627,8,Mediterranean Table,Mediterranean,platinum,2023-09-13,5,The food was absolutely delicious. Best catering we have had in the office. Worth every penny for a team of 50.,21
401,5,Green Garden Catering,Vegetarian,gold,2023-09-14,5,The flavors were bold and authentic. Portions were generous and well-presented. Affordable and filling — will order again.,18
242,3,Harbor Fresh Kitchen,American,silver,2023-09-15,4,A perfect variety of options for all dietary needs. Hot food arrived hot — impressive logistics.,16
420,5,Green Garden Catering,Vegetarian,gold,2023-09-15,4,Portions were generous and well-presented. The flavors were bold and authentic.,11
877,11,Saffron House,Middle Eastern,gold,2023-09-16,5,A perfect variety of options for all dietary needs. The food exceeded our expectations. Great value for the price.,19
776,10,New England Deli,American,needs_improvement,2023-09-16,4,"Arrived right on time, which is rare. The food exceeded our expectations.",12
1135,14,Garden State Greens,Vegetarian,silver,2023-09-16,5,Hot food arrived hot — impressive logistics. Delivery was prompt and professional. Great value for the price.,17
133,2,Spice Route Catering,Indian,gold,2023-09-16,5,Portions were generous and well-presented. Incredibly fresh — you could taste the quality. Affordable and filling — will order again.,20
290,4,Bella Cucina Events,Italian,platinum,2023-09-18,5,"Delivery was prompt and professional. Everything was labeled clearly, including allergen info. We will definitely be ordering again.",18
744,9,Seoul Kitchen Catering,Korean,gold,2023-09-18,4,Delivery was prompt and professional. The delivery team handled a difficult parking situation gracefully.,14
252,3,Harbor Fresh Kitchen,American,silver,2023-09-19,4,The flavors were bold and authentic. Eco-friendly containers were a nice touch.,12
110,2,Spice Route Catering,Indian,gold,2023-09-19,4,Delivery was prompt and professional. Everything tasted fresh and flavorful.,10
494,6,Taqueria Del Sol,Mexican,gold,2023-09-21,4,"Arrived right on time, which is rare. Delivery was prompt and professional.",12
781,10,New England Deli,American,needs_improvement,2023-09-21,4,The quality of the ingredients was outstanding. Eco-friendly containers were a nice touch.,13
906,11,Saffron House,Middle Eastern,gold,2023-09-21,5,Delivery was prompt and professional. Portions were generous and well-presented. Great value for the price.,15
485,6,Taqueria Del Sol,Mexican,gold,2023-09-21,5,The delivery team handled a difficult parking situation gracefully. Incredibly fresh — you could taste the quality. Competitive pricing without sacrificing quality.,22
469,6,Taqueria Del Sol,Mexican,gold,2023-09-23,4,Showed up early and had everything ready before our guests arrived. Hot food arrived hot — impressive logistics.,18
239,3,Harbor Fresh Kitchen,American,silver,2023-09-24,4,Incredibly fresh — you could taste the quality. Incredibly fresh — you could taste the quality.,16
249,3,Harbor Fresh Kitchen,American,silver,2023-09-24,4,Everything tasted fresh and flavorful. Eco-friendly containers were a nice touch.,11
1031,13,The Smokehouse BBQ,BBQ,silver,2023-09-24,4,"Showed up early and had everything ready before our guests arrived. Arrived right on time, which is rare.",18
95,2,Spice Route Catering,Indian,gold,2023-09-24,4,The flavors were bold and authentic. Incredibly fresh — you could taste the quality.,14
165,2,Spice Route Catering,Indian,gold,2023-09-24,5,On-time delivery made our event stress-free. Incredibly fresh — you could taste the quality. We will definitely be ordering again.,20
319,4,Bella Cucina Events,Italian,platinum,2023-09-25,5,The food was absolutely delicious. Our team raved about the food all afternoon. Already booked our next order.,18
762,9,Seoul Kitchen Catering,Korean,gold,2023-09-26,4,"The delivery team handled a difficult parking situation gracefully. Everything was labeled clearly, including allergen info.",16
31,1,Boston Box Lunch Co.,American,platinum,2023-09-27,5,"Arrived right on time, which is rare. Portions were generous and well-presented. Our go-to caterer for all company events.",19
120,2,Spice Route Catering,Indian,gold,2023-09-28,4,The quality of the ingredients was outstanding. The driver was courteous and helpful with setup.,15
963,12,Pacific Rim Catering,Asian Fusion,silver,2023-09-28,4,The food exceeded our expectations. The driver was courteous and helpful with setup.,13
880,11,Saffron House,Middle Eastern,gold,2023-09-29,5,"Arrived right on time, which is rare. Hot food arrived hot — impressive logistics. Highly recommend to other offices in the area.",22
158,2,Spice Route Catering,Indian,gold,2023-09-30,5,"The delivery team handled a difficult parking situation gracefully. Arrived right on time, which is rare. Affordable and filling — will order again.",23
847,11,Saffron House,Middle Eastern,gold,2023-10-01,4,Best catering we have had in the office. Everything tasted fresh and flavorful.,13
98,2,Spice Route Catering,Indian,gold,2023-10-02,5,The food was absolutely delicious. Hot food arrived hot — impressive logistics. Affordable and filling — will order again.,19
782,10,New England Deli,American,needs_improvement,2023-10-02,4,The food was absolutely delicious. The food exceeded our expectations.,10
139,2,Spice Route Catering,Indian,gold,2023-10-03,5,"Our team raved about the food all afternoon. Each item was packaged individually, which our team appreciated. Highly recommend to other offices in the area.",25
845,11,Saffron House,Middle Eastern,gold,2023-10-03,5,The food was absolutely delicious. The food exceeded our expectations. We have used them three times and they get better every time.,22
850,11,Saffron House,Middle Eastern,gold,2023-10-03,4,"Showed up early and had everything ready before our guests arrived. Arrived right on time, which is rare.",18
956,12,Pacific Rim Catering,Asian Fusion,silver,2023-10-04,4,Best catering we have had in the office. The delivery team handled a difficult parking situation gracefully.,17
641,8,Mediterranean Table,Mediterranean,platinum,2023-10-04,5,A perfect variety of options for all dietary needs. The delivery team handled a difficult parking situation gracefully. Highly recommend to other offices in the area.,26
422,5,Green Garden Catering,Vegetarian,gold,2023-10-06,5,Delivery was prompt and professional. Eco-friendly containers were a nice touch. Highly recommend to other offices in the area.,19
761,9,Seoul Kitchen Catering,Korean,gold,2023-10-07,5,The driver was courteous and helpful with setup. The quality of the ingredients was outstanding. We have used them three times and they get better every time.,27
844,11,Saffron House,Middle Eastern,gold,2023-10-07,4,The food was absolutely delicious. A perfect variety of options for all dietary needs.,14
385,5,Green Garden Catering,Vegetarian,gold,2023-10-08,4,Showed up early and had everything ready before our guests arrived. Everything tasted fresh and flavorful.,16
366,5,Green Garden Catering,Vegetarian,gold,2023-10-08,4,Everything tasted fresh and flavorful. Eco-friendly containers were a nice touch.,11
1037,13,The Smokehouse BBQ,BBQ,silver,2023-10-09,4,The driver was courteous and helpful with setup. The driver was courteous and helpful with setup.,16
872,11,Saffron House,Middle Eastern,gold,2023-10-09,5,The driver was courteous and helpful with setup. The delivery team handled a difficult parking situation gracefully. Competitive pricing without sacrificing quality.,22
222,3,Harbor Fresh Kitchen,American,silver,2023-10-10,4,"Arrived right on time, which is rare. The presentation was beautiful — looked catered, not just delivered.",17
623,8,Mediterranean Table,Mediterranean,platinum,2023-10-10,5,The food was absolutely delicious. A perfect variety of options for all dietary needs. Competitive pricing without sacrificing quality.,19
442,6,Taqueria Del Sol,Mexican,gold,2023-10-10,4,Incredibly fresh — you could taste the quality. Best catering we have had in the office.,16
27,1,Boston Box Lunch Co.,American,platinum,2023-10-12,5,The food exceeded our expectations. Packaging was neat and easy to serve. We will definitely be ordering again.,18
93,2,Spice Route Catering,Indian,gold,2023-10-13,4,The quality of the ingredients was outstanding. Showed up early and had everything ready before our guests arrived.,18
639,8,Mediterranean Table,Mediterranean,platinum,2023-10-13,5,Best catering we have had in the office. Portions were generous and well-presented. Affordable and filling — will order again.,20
238,3,Harbor Fresh Kitchen,American,silver,2023-10-14,4,The driver was courteous and helpful with setup. A perfect variety of options for all dietary needs.,17
51,1,Boston Box Lunch Co.,American,platinum,2023-10-14,5,The driver was courteous and helpful with setup. The food exceeded our expectations. Already booked our next order.,18
1196,15,Federal Street Fare,American,needs_improvement,2023-10-15,3,Good variety but portions were smaller than we needed. The quality of the ingredients was outstanding. Completely unacceptable delivery delay ruined our client lunch.,24
671,8,Mediterranean Table,Mediterranean,platinum,2023-10-15,5,Best catering we have had in the office. Showed up early and had everything ready before our guests arrived. Highly recommend to other offices in the area.,27
476,6,Taqueria Del Sol,Mexican,gold,2023-10-15,4,Everything tasted fresh and flavorful. Everything tasted fresh and flavorful.,10
688,9,Seoul Kitchen Catering,Korean,gold,2023-10-15,4,Delivery was prompt and professional. Our team raved about the food all afternoon.,13
525,7,The Grain Bowl,American,silver,2023-10-16,5,"Arrived right on time, which is rare. The food was absolutely delicious. Our go-to caterer for all company events.",19
241,3,Harbor Fresh Kitchen,American,silver,2023-10-16,5,Best catering we have had in the office. The quality of the ingredients was outstanding. Our go-to caterer for all company events.,22
164,2,Spice Route Catering,Indian,gold,2023-10-16,4,The driver was courteous and helpful with setup. Eco-friendly containers were a nice touch.,14
638,8,Mediterranean Table,Mediterranean,platinum,2023-10-18,5,Delivery was prompt and professional. Showed up early and had everything ready before our guests arrived. Great value for the price.,21
959,12,Pacific Rim Catering,Asian Fusion,silver,2023-10-18,5,The delivery team handled a difficult parking situation gracefully. The food exceeded our expectations. Worth every penny for a team of 50.,22
577,7,The Grain Bowl,American,silver,2023-10-19,4,Portions were generous and well-presented. Everything tasted fresh and flavorful.,10
22,1,Boston Box Lunch Co.,American,platinum,2023-10-19,5,On-time delivery made our event stress-free. Delivery was prompt and professional. Great value for the price.,16
1176,15,Federal Street Fare,American,needs_improvement,2023-10-20,4,Hot food arrived hot — impressive logistics. The food was absolutely delicious.,12
516,7,The Grain Bowl,American,silver,2023-10-21,4,Best catering we have had in the office. Showed up early and had everything ready before our guests arrived.,19
510,6,Taqueria Del Sol,Mexican,gold,2023-10-21,4,Portions were generous and well-presented. The food exceeded our expectations.,10
1148,15,Federal Street Fare,American,needs_improvement,2023-10-22,4,Portions were generous and well-presented. Showed up early and had everything ready before our guests arrived.,16
344,4,Bella Cucina Events,Italian,platinum,2023-10-23,5,The food was absolutely delicious. Delivery was prompt and professional. Highly recommend to other offices in the area.,18
8,1,Boston Box Lunch Co.,American,platinum,2023-10-24,4,Delivery was prompt and professional. Packaging was neat and easy to serve.,12
691,9,Seoul Kitchen Catering,Korean,gold,2023-10-24,4,A perfect variety of options for all dietary needs. The quality of the ingredients was outstanding.,16
140,2,Spice Route Catering,Indian,gold,2023-10-25,5,Showed up early and had everything ready before our guests arrived. The delivery team handled a difficult parking situation gracefully. Highly recommend to other offices in the area.,28
660,8,Mediterranean Table,Mediterranean,platinum,2023-10-26,5,"Portions were generous and well-presented. The presentation was beautiful — looked catered, not just delivered. Affordable and filling — will order again.",22
912,11,Saffron House,Middle Eastern,gold,2023-10-26,5,"Our team raved about the food all afternoon. Everything was labeled clearly, including allergen info. Highly recommend to other offices in the area.",23
1020,13,The Smokehouse BBQ,BBQ,silver,2023-10-26,4,The food exceeded our expectations. Packaging was neat and easy to serve.,12
1066,14,Garden State Greens,Vegetarian,silver,2023-10-29,4,The driver was courteous and helpful with setup. Hot food arrived hot — impressive logistics.,15
201,3,Harbor Fresh Kitchen,American,silver,2023-10-30,4,The flavors were bold and authentic. On-time delivery made our event stress-free.,12
1010,13,The Smokehouse BBQ,BBQ,silver,2023-10-30,4,"The driver was courteous and helpful with setup. Each item was packaged individually, which our team appreciated.",17
322,4,Bella Cucina Events,Italian,platinum,2023-10-30,5,Everything tasted fresh and flavorful. Hot food arrived hot — impressive logistics. Great value for the price.,17
698,9,Seoul Kitchen Catering,Korean,gold,2023-10-31,5,Delivery was prompt and professional. Eco-friendly containers were a nice touch. We have used them three times and they get better every time.,23
825,10,New England Deli,American,needs_improvement,2023-11-02,4,"Delivery was prompt and professional. Everything was labeled clearly, including allergen info.",12
122,2,Spice Route Catering,Indian,gold,2023-11-03,5,On-time delivery made our event stress-free. Incredibly fresh — you could taste the quality. Competitive pricing without sacrificing quality.,19
188,3,Harbor Fresh Kitchen,American,silver,2023-11-04,4,The food exceeded our expectations. A perfect variety of options for all dietary needs.,14
15,1,Boston Box Lunch Co.,American,platinum,2023-11-04,5,The driver was courteous and helpful with setup. The delivery team handled a difficult parking situation gracefully. We will definitely be ordering again.,23
306,4,Bella Cucina Events,Italian,platinum,2023-11-05,5,Our team raved about the food all afternoon. Delivery was prompt and professional. Highly recommend to other offices in the area.,21
1126,14,Garden State Greens,Vegetarian,silver,2023-11-06,4,Hot food arrived hot — impressive logistics. The flavors were bold and authentic.,13
871,11,Saffron House,Middle Eastern,gold,2023-11-06,4,On-time delivery made our event stress-free. The quality of the ingredients was outstanding.,13
572,7,The Grain Bowl,American,silver,2023-11-07,4,Showed up early and had everything ready before our guests arrived. The flavors were bold and authentic.,17
